,,,,2002,to,2010,,,
State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Gujarat,Rajkot,Gondal,Average,Spices,205,500,1360,1085,7/28/2003
Gujarat,Rajkot,Gondal,Average,Spices,214,450,1355,995,7/30/2003
Gujarat,Rajkot,Gondal,Average,Spices,201,450,1360,625,7/31/2003
Gujarat,Rajkot,Gondal,Average,Spices,88,560,1370,960,08-01-2003
Gujarat,Rajkot,Gondal,Average,Spices,477,625,1450,1145,08-02-2003
Gujarat,Rajkot,Gondal,Average,Spices,286,625,1230,1000,08-05-2003
Gujarat,Rajkot,Gondal,Average,Spices,294,500,1355,1040,08-06-2003
Gujarat,Rajkot,Gondal,Average,Spices,133,630,1500,1015,08-07-2003
Gujarat,Rajkot,Gondal,Average,Spices,180,500,1465,1025,08-08-2003
Gujarat,Rajkot,Gondal,Average,Spices,402,400,1530,1175,08-09-2003
Gujarat,Rajkot,Gondal,Average,Spices,634,750,1660,1270,8/13/2003
Gujarat,Rajkot,Gondal,Average,Spices,691,755,1750,1295,8/14/2003
Gujarat,Rajkot,Gondal,Average,Spices,453,750,1750,1250,8/16/2003
Gujarat,Rajkot,Gondal,Average,Spices,347,775,1410,1000,8/23/2003
Gujarat,Rajkot,Gondal,Average,Spices,528,900,1650,1350,8/28/2003
Gujarat,Rajkot,Gondal,Average,Spices,228,625,1600,1250,8/29/2003
Gujarat,Rajkot,Gondal,Average,Spices,466,655,1625,1330,8/30/2003
Gujarat,Rajkot,Gondal,Average,Spices,195,700,1500,1120,09-01-2003
Gujarat,Rajkot,Gondal,Average,Spices,420,550,1575,1255,09-03-2003
Gujarat,Rajkot,Gondal,Average,Spices,430,400,1260,700,9/18/2003
Gujarat,Rajkot,Gondal,Average,Spices,358,350,1265,625,9/19/2003
Gujarat,Rajkot,Gondal,Average,Spices,278,425,1365,750,9/20/2003
Gujarat,Rajkot,Gondal,Average,Spices,370,475,1390,750,9/22/2003
Gujarat,Rajkot,Gondal,Average,Spices,369,500,1630,1160,9/23/2003
Gujarat,Rajkot,Gondal,Average,Spices,556,250,1270,500,9/24/2003
Gujarat,Rajkot,Gondal,Average,Spices,498,725,1625,1250,9/25/2003
Gujarat,Rajkot,Gondal,Average,Spices,399,300,1475,850,9/26/2003
Gujarat,Rajkot,Gondal,Average,Spices,300,470,1225,500,9/27/2003
Gujarat,Rajkot,Gondal,Average,Spices,486,505,1350,760,9/29/2003
Gujarat,Rajkot,Gondal,Average,Spices,597,475,1275,530,9/30/2003
Gujarat,Rajkot,Gondal,Average,Spices,547,535,1390,850,10-01-2003
Gujarat,Rajkot,Gondal,Average,Spices,611,500,1375,905,10-02-2003
Gujarat,Rajkot,Gondal,Average,Spices,441,500,1335,950,10-03-2003
Gujarat,Rajkot,Gondal,Average,Spices,534,500,1260,750,10-04-2003
Gujarat,Rajkot,Gondal,Average,Spices,605,500,1255,880,10-09-2003
Gujarat,Rajkot,Gondal,Average,Spices,435,545,1265,805,10-10-2003
Gujarat,Rajkot,Gondal,Average,Spices,904,505,1285,950,10-11-2003
Gujarat,Rajkot,Gondal,Average,Spices,650,500,1260,875,10/13/2003
Gujarat,Rajkot,Gondal,Average,Spices,849,500,1335,880,10/14/2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,216.00",545,1300,875,10/15/2003
Gujarat,Rajkot,Gondal,Average,Spices,724,470,1225,920,10/16/2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,081.00",425,1265,965,10/18/2003
Gujarat,Rajkot,Gondal,Average,Spices,958,420,1265,955,10/20/2003
Gujarat,Rajkot,Gondal,Average,Spices,843,430,1225,1000,10/21/2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,327.00",425,1300,1030,10/22/2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,297.00",400,1320,1000,10/23/2003
Gujarat,Rajkot,Gondal,Average,Spices,662,475,1255,875,10/29/2003
Gujarat,Rajkot,Gondal,Average,Spices,736,430,1225,1000,10/31/2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,005.00",450,1270,975,11-01-2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,021.00",475,1280,940,11-03-2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,067.00",425,1230,900,11-04-2003
Gujarat,Rajkot,Gondal,Average,Spices,942,420,1400,960,11-05-2003
Gujarat,Rajkot,Gondal,Average,Spices,356,420,1090,750,11-07-2003
Gujarat,Rajkot,Gondal,Average,Spices,998,350,1500,785,11-08-2003
Gujarat,Rajkot,Gondal,Average,Spices,881,350,1200,825,11-10-2003
Gujarat,Rajkot,Gondal,Average,Spices,686,400,1150,925,11-12-2003
Gujarat,Rajkot,Gondal,Average,Spices,853,365,1080,775,11/13/2003
Gujarat,Rajkot,Gondal,Average,Spices,942,350,1025,825,11/14/2003
Gujarat,Rajkot,Gondal,Average,Spices,541,375,965,790,11/15/2003
Gujarat,Rajkot,Gondal,Average,Spices,624,435,1080,700,11/17/2003
Gujarat,Rajkot,Gondal,Average,Spices,652,360,1495,725,11/20/2003
Gujarat,Rajkot,Gondal,Average,Spices,753,200,520,360,11/21/2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,069.00",400,1145,750,11/28/2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,383.00",200,1085,750,11/29/2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,628.00",375,1090,750,12-01-2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,899.00",355,1265,750,12-02-2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,828.00",405,1275,795,12-03-2003
Gujarat,Rajkot,Gondal,Average,Spices,"1,246.00",425,1220,805,12-04-2003
Gujarat,Rajkot,Gondal,Average,Spices,472,350,1335,775,12-05-2003
Gujarat,Rajkot,Gondal,Average,Spices,613,425,1180,790,12-06-2003
Gujarat,Rajkot,Gondal,Average,Spices,601,395,1265,775,12-08-2003
Gujarat,Rajkot,Gondal,Average,Spices,650,400,1330,805,12-09-2003
Gujarat,Rajkot,Gondal,Average,Spices,583,400,1350,825,12-10-2003
Gujarat,Rajkot,Gondal,Average,Spices,348,500,1555,855,12-12-2003
Gujarat,Rajkot,Gondal,Average,Spices,460,500,1610,880,12/13/2003
Gujarat,Rajkot,Gondal,Average,Spices,820,500,2005,1325,12/15/2003
Gujarat,Rajkot,Gondal,Average,Spices,359,500,2275,1500,12/16/2003
Gujarat,Rajkot,Gondal,Average,Spices,472,900,2225,1500,12/17/2003
Gujarat,Rajkot,Gondal,Average,Spices,543,805,1920,1280,12/24/2003
Gujarat,Rajkot,Gondal,Average,Spices,404,375,2130,1440,01-01-2004
Gujarat,Rajkot,Gondal,Average,Spices,533,405,2250,1495,01-02-2004
Gujarat,Rajkot,Gondal,Average,Spices,318,500,1755,1390,01-03-2004
Gujarat,Rajkot,Gondal,Average,Spices,371,400,1900,1325,01-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,907,400,1950,1250,01-06-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,060.00",350,1745,1245,01-07-2004
Gujarat,Rajkot,Gondal,Average,Spices,542,450,1615,1200,01-08-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,015.00",400,1900,1200,01-09-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,136.00",500,2195,1375,02-03-2004
Gujarat,Rajkot,Gondal,Average,Spices,870,500,2270,1500,02-04-2004
Gujarat,Rajkot,Gondal,Average,Spices,753,625,2565,1645,02-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,795,875,2765,2175,02-07-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,272.00",1000,1975,1255,02-09-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,125.00",625,2500,1250,02-11-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,456.00",750,2305,1540,02-12-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,980.00",975,2000,1250,03-01-2004
Gujarat,Rajkot,Gondal,Average,Spices,"3,064.00",750,1505,1150,03-03-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,219.00",615,1670,1250,03-04-2004
Gujarat,Rajkot,Gondal,Average,Spices,"3,640.00",750,1570,1075,03-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,"3,165.00",615,1655,1115,03-06-2004
Gujarat,Rajkot,Gondal,Average,Spices,"3,829.00",950,1620,1075,03-08-2004
Gujarat,Rajkot,Gondal,Average,Spices,"3,612.00",855,1750,1250,03-11-2004
Gujarat,Rajkot,Gondal,Average,Spices,"3,160.00",740,1530,1175,03-12-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,985.00",770,1580,1155,3/13/2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,603.00",555,1450,1075,3/15/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,026.00",625,1500,1125,3/16/2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,348.00",625,1340,1045,3/17/2004
Gujarat,Rajkot,Gondal,Average,Spices,169.6,425,1225,755,3/18/2004
Gujarat,Rajkot,Gondal,Average,Spices,76.4,360,1200,700,3/19/2004
Gujarat,Rajkot,Gondal,Average,Spices,145.9,355,1255,720,3/20/2004
Gujarat,Rajkot,Gondal,Average,Spices,171.7,370,1185,775,3/23/2004
Gujarat,Rajkot,Gondal,Average,Spices,214.5,355,1230,775,3/24/2004
Gujarat,Rajkot,Gondal,Average,Spices,303.1,395,1310,770,3/25/2004
Gujarat,Rajkot,Gondal,Average,Spices,154.5,750,1000,900,04-01-2004
Gujarat,Rajkot,Gondal,Average,Spices,168.1,700,1045,850,04-02-2004
Gujarat,Rajkot,Gondal,Average,Spices,237.7,700,995,845,04-03-2004
Gujarat,Rajkot,Gondal,Average,Spices,161.2,700,1025,830,04-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,369.2,715,1005,825,04-06-2004
Gujarat,Rajkot,Gondal,Average,Spices,204,700,925,805,04-12-2004
Gujarat,Rajkot,Gondal,Average,Spices,288,700,995,820,4/13/2004
Gujarat,Rajkot,Gondal,Average,Spices,289.2,715,1000,800,4/15/2004
Gujarat,Rajkot,Gondal,Average,Spices,256,700,875,805,4/16/2004
Gujarat,Rajkot,Gondal,Average,Spices,216.4,725,885,830,4/17/2004
Gujarat,Rajkot,Gondal,Average,Spices,285.6,700,925,825,4/19/2004
Gujarat,Rajkot,Gondal,Average,Spices,191.2,700,925,840,4/21/2004
Gujarat,Rajkot,Gondal,Average,Spices,203.4,700,915,800,4/22/2004
Gujarat,Rajkot,Gondal,Average,Spices,333.7,720,945,815,4/23/2004
Gujarat,Rajkot,Gondal,Average,Spices,242.6,700,910,825,4/24/2004
Gujarat,Rajkot,Gondal,Average,Spices,294,675,875,800,4/26/2004
Gujarat,Rajkot,Gondal,Average,Spices,345.6,700,875,820,4/27/2004
Gujarat,Rajkot,Gondal,Average,Spices,171.6,720,955,840,4/28/2004
Gujarat,Rajkot,Gondal,Average,Spices,183.2,720,960,830,4/30/2004
Gujarat,Rajkot,Gondal,Average,Spices,137.2,720,975,800,05-01-2004
Gujarat,Rajkot,Gondal,Average,Spices,242,750,1000,850,05-04-2004
Gujarat,Rajkot,Gondal,Average,Spices,316,750,1025,850,05-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,260,750,1050,850,05-06-2004
Gujarat,Rajkot,Gondal,Average,Spices,194,750,1060,850,05-07-2004
Gujarat,Rajkot,Gondal,Average,Spices,184,750,1050,850,05-08-2004
Gujarat,Rajkot,Gondal,Average,Spices,177.3,450,1025,900,05-11-2004
Gujarat,Rajkot,Gondal,Average,Spices,108.8,700,1050,825,05-12-2004
Gujarat,Rajkot,Gondal,Average,Spices,120,700,1050,810,5/13/2004
Gujarat,Rajkot,Gondal,Average,Spices,125.2,700,1025,800,5/14/2004
Gujarat,Rajkot,Gondal,Average,Spices,16.1,700,1045,790,5/15/2004
Gujarat,Rajkot,Gondal,Average,Spices,116.9,700,1050,825,5/18/2004
Gujarat,Rajkot,Gondal,Average,Spices,68.4,665,995,780,5/19/2004
Gujarat,Rajkot,Gondal,Average,Spices,203.6,700,1000,800,5/20/2004
Gujarat,Rajkot,Gondal,Average,Spices,166.8,700,1015,810,5/21/2004
Gujarat,Rajkot,Gondal,Average,Spices,86.4,710,1005,805,5/22/2004
Gujarat,Rajkot,Gondal,Average,Spices,204.8,675,1030,805,5/24/2004
Gujarat,Rajkot,Gondal,Average,Spices,211.5,700,1050,825,5/25/2004
Gujarat,Rajkot,Gondal,Average,Spices,146,700,1055,835,5/26/2004
Gujarat,Rajkot,Gondal,Average,Spices,152.8,720,1050,775,5/27/2004
Gujarat,Rajkot,Gondal,Average,Spices,145.2,675,1000,775,5/28/2004
Gujarat,Rajkot,Gondal,Average,Spices,106.2,650,985,750,5/29/2004
Gujarat,Rajkot,Gondal,Average,Spices,99.9,665,965,775,5/31/2004
Gujarat,Rajkot,Gondal,Average,Spices,173.5,600,1055,825,06-03-2004
Gujarat,Rajkot,Gondal,Average,Spices,94.9,400,1055,825,06-04-2004
Gujarat,Rajkot,Gondal,Average,Spices,92.7,600,1025,750,06-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,66.6,600,1000,775,06-07-2004
Gujarat,Rajkot,Gondal,Average,Spices,147,600,1035,760,06-08-2004
Gujarat,Rajkot,Gondal,Average,Spices,132.6,590,965,750,06-09-2004
Gujarat,Rajkot,Gondal,Average,Spices,68.3,500,1050,825,06-10-2004
Gujarat,Rajkot,Gondal,Average,Spices,109.8,600,1000,800,06-11-2004
Gujarat,Rajkot,Gondal,Average,Spices,75,550,1015,750,6/14/2004
Gujarat,Rajkot,Gondal,Average,Spices,99,600,1030,780,6/15/2004
Gujarat,Rajkot,Gondal,Average,Spices,69.9,625,1045,800,6/16/2004
Gujarat,Rajkot,Gondal,Average,Spices,102,650,1055,850,6/18/2004
Gujarat,Rajkot,Gondal,Average,Spices,147.3,3375,5855,5700,6/24/2004
Gujarat,Rajkot,Gondal,Average,Spices,97.8,600,1020,850,6/26/2004
Gujarat,Rajkot,Gondal,Average,Spices,75.3,600,1005,825,6/29/2004
Gujarat,Rajkot,Gondal,Average,Spices,70.6,610,1030,815,6/30/2004
Gujarat,Rajkot,Gondal,Average,Spices,181.8,625,1045,850,07-01-2004
Gujarat,Rajkot,Gondal,Average,Spices,144,600,1050,840,07-02-2004
Gujarat,Rajkot,Gondal,Average,Spices,117,625,1045,860,07-03-2004
Gujarat,Rajkot,Gondal,Average,Spices,117.3,650,1075,875,07-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,117,650,1065,850,07-09-2004
Gujarat,Rajkot,Gondal,Average,Spices,99.9,650,1075,860,07-10-2004
Gujarat,Rajkot,Gondal,Average,Spices,135,600,1030,850,07-12-2004
Gujarat,Rajkot,Gondal,Average,Spices,92.4,600,1020,800,7/13/2004
Gujarat,Rajkot,Gondal,Average,Spices,113.4,625,1075,850,7/19/2004
Gujarat,Rajkot,Gondal,Average,Spices,90,625,1040,825,7/20/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,080.00",650,1095,850,7/24/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,729,600,1045,800,7/28/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,546,625,1050,850,7/30/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,020.00",600,1100,875,08-03-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,380.00",700,1120,875,08-06-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,530.00",700,1110,925,08-09-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,680.00",750,1175,950,08-11-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,245.00",700,1160,900,08-12-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,410.00",700,1200,1000,8/13/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,590.00",700,1180,1025,8/14/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,650.00",700,1200,1075,8/17/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,745,750,1430,1050,8/21/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,121.00",750,1525,1075,8/31/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,935.00",800,1490,1075,09-01-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,388.00",850,1645,1125,09-02-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,445.00",850,1745,1125,09-03-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,860.00",825,1500,1100,09-10-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,860.00",850,1515,1175,09-11-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,590.00",800,1495,1125,9/15/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,800.00",875,1635,1175,9/17/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,890.00",800,1585,1160,9/18/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,125.00",700,1320,1075,9/20/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,581.00",750,1470,1125,9/21/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,566.00",625,1250,1000,9/23/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,143.00",650,1575,1050,9/24/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,477.00",700,1510,1075,9/25/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,320.00",625,1455,1050,9/27/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,635.00",700,1420,1100,9/28/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,498,625,1155,900,9/29/2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,419.00",650,1450,1075,9/30/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,242.00",625,1290,1075,10-01-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,222.00",700,1500,1075,10-02-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,500.00",600,1415,1050,10-04-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"1,026.00",625,1220,1050,10-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,580.00",500,1495,1100,10-06-2004
Gujarat,Rajkot,Gondal,Garlic,Spices,"2,100.00",525,1595,1075,10-07-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,584.00",525,1550,1075,10-08-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,832.00",550,1500,1100,10-09-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,992.00",500,1340,1000,10-11-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,902.00",500,1330,1000,10-12-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,121.00",550,1475,1110,10/14/2004
Gujarat,Rajkot,Gondal,Average,Spices,"3,075.00",500,1500,1100,10/15/2004
Gujarat,Rajkot,Gondal,Average,Spices,834,525,1430,1050,10/16/2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,830.00",555,1645,1110,10/18/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,527.00",560,1510,1150,10/20/2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,969.00",625,1575,1125,10/21/2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,785.00",600,1480,1100,10/23/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,613.00",550,1355,1110,10/25/2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,575.00",500,1495,900,10/27/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,277.00",560,1360,1105,10/28/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,639.00",600,1450,1125,10/30/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,166.00",575,1465,1105,11-01-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,818.00",500,1260,1050,11-02-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,880.00",575,1460,1125,11-03-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,529.00",580,1375,1110,11-04-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,400.00",500,1260,1105,11-05-2004
Gujarat,Rajkot,Gondal,Average,Spices,"1,842.00",500,1290,1050,11-06-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,278.00",510,1270,925,11-08-2004
Gujarat,Rajkot,Gondal,Average,Spices,"3,000.00",555,1325,1105,11-09-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,764.00",550,1400,1105,11-10-2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,379.00",525,1350,1000,11/17/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,070.00",575,1420,1125,11/19/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,070.00",575,1420,1125,11/20/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,706.00",605,1415,1105,11/25/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,115.00",400,1680,800,11/26/2004
Gujarat,Rajkot,Gondal,Average,Spices,"2,666.00",450,1370,1000,11/27/2004
Gujarat,Rajkot,Gondal,Other,Spices,"2,532.00",500,1360,950,12-06-2004
Gujarat,Rajkot,Gondal,Other,Spices,"2,128.00",500,1215,875,12-07-2004
Gujarat,Rajkot,Gondal,Other,Spices,"2,679.00",575,1410,1000,12-08-2004
Gujarat,Rajkot,Gondal,Other,Spices,"2,730.00",400,1360,1000,12-09-2004
Gujarat,Rajkot,Gondal,Other,Spices,"3,039.00",400,1360,1000,12-10-2004
Gujarat,Rajkot,Gondal,Other,Spices,"2,426.00",400,1350,900,12-11-2004
Gujarat,Rajkot,Gondal,Other,Spices,"2,758.00",400,1325,900,12/13/2004
Gujarat,Rajkot,Gondal,Other,Spices,"1,885.00",375,1325,900,12/14/2004
Gujarat,Rajkot,Gondal,Other,Spices,"1,905.00",375,1325,900,12/15/2004
Gujarat,Rajkot,Gondal,Garlic,Spices,242.4,300,1545,850,07-01-2005
Gujarat,Rajkot,Gondal,Garlic,Spices,148.6,300,1485,850,07-02-2005
Gujarat,Rajkot,Gondal,Garlic,Spices,247.8,450,1985,950,7/18/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,293.4,425,1670,955,7/20/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,313.5,450,1625,955,7/22/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,166.2,450,1635,925,7/23/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,145.4,400,1655,1000,7/25/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,216.4,450,1595,1000,7/26/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,214.9,400,1500,975,7/27/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,193.8,425,1315,950,7/28/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,93.8,450,1275,900,7/29/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,181.2,400,1455,950,7/30/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,162.5,450,1460,950,08-01-2005
Gujarat,Rajkot,Gondal,Garlic,Spices,171.3,450,1605,985,08-09-2005
Gujarat,Rajkot,Gondal,Garlic,Spices,272.5,450,1600,975,08-10-2005
Gujarat,Rajkot,Gondal,Garlic,Spices,247,450,1520,1000,08-11-2005
Gujarat,Rajkot,Gondal,Garlic,Spices,213,450,1330,975,08-12-2005
Gujarat,Rajkot,Gondal,Garlic,Spices,178,450,1385,1000,8/13/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,300.6,450,1345,1000,8/16/2005
Gujarat,Rajkot,Gondal,Garlic,Spices,370.3,450,1500,1050,8/18/2005
Gujarat,Rajkot,Gondal,Average,Spices,413.4,500,1685,1075,8/23/2005
Gujarat,Rajkot,Gondal,Average,Spices,390.8,500,1550,1125,8/24/2005
Gujarat,Rajkot,Gondal,Average,Spices,339.3,500,1600,1125,8/30/2005
Gujarat,Rajkot,Gondal,Average,Spices,258.1,500,1615,1125,8/31/2005
Gujarat,Rajkot,Gondal,Average,Spices,241.3,475,1490,1000,09-01-2005
Gujarat,Rajkot,Gondal,Average,Spices,209.1,475,1500,1000,09-02-2005
Gujarat,Rajkot,Gondal,Average,Spices,304.6,500,1595,1125,09-05-2005
Gujarat,Rajkot,Gondal,Average,Spices,303.8,475,1375,1000,09-06-2005
Gujarat,Rajkot,Gondal,Average,Spices,158.1,450,1185,875,09-07-2005
Gujarat,Rajkot,Gondal,Average,Spices,161.8,475,1295,950,09-09-2005
Gujarat,Rajkot,Gondal,Average,Spices,47.4,455,1270,950,09-10-2005
Gujarat,Rajkot,Gondal,Average,Spices,301.5,450,1200,900,09-12-2005
Gujarat,Rajkot,Gondal,Average,Spices,276.4,450,1220,925,9/13/2005
Gujarat,Rajkot,Gondal,Average,Spices,150.9,450,1300,950,9/14/2005
Gujarat,Rajkot,Gondal,Average,Spices,120,450,1260,900,9/15/2005
Gujarat,Rajkot,Gondal,Average,Spices,76.7,475,1170,905,9/16/2005
Gujarat,Rajkot,Gondal,Average,Spices,328.5,500,1440,1050,9/19/2005
Gujarat,Rajkot,Gondal,Average,Spices,269.6,475,1335,1000,9/20/2005
Gujarat,Rajkot,Gondal,Average,Spices,252.5,500,1425,1125,9/21/2005
Gujarat,Rajkot,Gondal,Average,Spices,204,450,1225,1000,9/22/2005
Gujarat,Rajkot,Gondal,Average,Spices,340.4,500,1360,1125,9/23/2005
Gujarat,Rajkot,Gondal,Average,Spices,265.9,500,1350,1125,9/24/2005
Gujarat,Rajkot,Gondal,Average,Spices,277.8,500,1280,1075,9/26/2005
Gujarat,Rajkot,Gondal,Average,Spices,301.5,550,1420,1125,9/27/2005
Gujarat,Rajkot,Gondal,Average,Spices,305.2,500,1430,1125,9/28/2005
Gujarat,Rajkot,Gondal,Average,Spices,305.6,500,1370,1125,9/29/2005
Gujarat,Rajkot,Gondal,Average,Spices,173.8,500,1320,1050,10-01-2005
Gujarat,Rajkot,Gondal,Average,Spices,250,500,1450,1125,10-03-2005
Gujarat,Rajkot,Gondal,Average,Spices,256.3,450,1375,1100,10-04-2005
Gujarat,Rajkot,Gondal,Average,Spices,236,500,1375,1050,10-05-2005
Gujarat,Rajkot,Gondal,Average,Spices,262.5,500,1595,1100,10-06-2005
Gujarat,Rajkot,Gondal,Average,Spices,214.3,500,1375,1050,10-07-2005
Gujarat,Rajkot,Gondal,Average,Spices,165.9,500,1205,1000,10-08-2005
Gujarat,Rajkot,Gondal,Average,Spices,206.2,500,1085,900,10-10-2005
Gujarat,Rajkot,Gondal,Average,Spices,306.1,500,1405,1050,10-11-2005
Gujarat,Rajkot,Gondal,Average,Spices,344.4,500,1300,950,10/13/2005
Gujarat,Rajkot,Gondal,Average,Spices,307.5,500,1440,1125,10/14/2005
Gujarat,Rajkot,Gondal,Average,Spices,323.6,500,1275,990,10/15/2005
Gujarat,Rajkot,Gondal,Average,Spices,265,400,1175,950,10/17/2005
Gujarat,Rajkot,Gondal,Average,Spices,360.5,475,1315,995,10/18/2005
Gujarat,Rajkot,Gondal,Average,Spices,359.3,450,1295,995,10/19/2005
Gujarat,Rajkot,Gondal,Average,Spices,241.3,400,1255,960,10/20/2005
Gujarat,Rajkot,Gondal,Average,Spices,238.9,500,1310,1000,10/21/2005
Gujarat,Rajkot,Gondal,Average,Spices,417,500,1570,1125,10/24/2005
Gujarat,Rajkot,Gondal,Average,Spices,377.3,450,1425,1005,10/26/2005
Gujarat,Rajkot,Gondal,Average,Spices,334,500,1330,1075,10/27/2005
Gujarat,Rajkot,Gondal,Average,Spices,360.7,475,1485,945,10/28/2005
Gujarat,Rajkot,Gondal,Average,Spices,333,550,1375,1050,10/29/2005
